id,neighbourhood_group,latitude,longitude,room_type,price
14351180,Bronx,40.80779,-73.93095,Entire home/apt,110
14375153,Bronx,40.83796,-73.9016,Private room,38
14556236,Bronx,40.88444,-73.90583,Private room,80
14724479,Bronx,40.89581,-73.89778,Private room,59
14917765,Bronx,40.86932,-73.90057,Private room,30
14935151,Bronx,40.83112,-73.87319,Private room,49
14945274,Bronx,40.88985,-73.90747,Private room,85
14994076,Bronx,40.88207,-73.83538,Entire home/apt,299
14995212,Bronx,40.85499,-73.86728,Private room,43
15069131,Bronx,40.82974,-73.92092,Entire home/apt,159
15085230,Bronx,40.85401,-73.86594,Entire home/apt,76
15100883,Bronx,40.86533,-73.89713,Private room,40
15259634,Bronx,40.90175,-73.89761,Private room,77
15273936,Bronx,40.88253,-73.86951,Private room,68
15301748,Bronx,40.85585,-73.86486,Private room,40
15307603,Bronx,40.85236,-73.86632,Private room,35
15336596,Bronx,40.8722,-73.87607,Private room,50
15345313,Bronx,40.81658,-73.88889,Private room,59
15453985,Bronx,40.81201,-73.90823,Entire home/apt,100
15461512,Bronx,40.88283,-73.89326,Private room,60
15510279,Bronx,40.81072,-73.92349,Entire home/apt,120
15576821,Bronx,40.86663,-73.84139,Private room,35
15648096,Bronx,40.83844,-73.92489,Entire home/apt,75
15713669,Bronx,40.89121,-73.85131,Entire home/apt,79
15754561,Bronx,40.82006,-73.90332,Private room,80
15845669,Bronx,40.88297,-73.90727,Entire home/apt,105
15916709,Bronx,40.87529,-73.8762,Private room,40
15926876,Bronx,40.88546,-73.90526,Private room,55
16056317,Bronx,40.85018,-73.9167,Private room,55
16058082,Bronx,40.84862,-73.92412,Private room,75
16148036,Bronx,40.85711,-73.86474,Private room,45
16149186,Bronx,40.89743,-73.86983,Private room,68
16162933,Bronx,40.82286,-73.84765,Entire home/apt,86
16186828,Bronx,40.86352,-73.90503,Private room,80
16195143,Bronx,40.86914,-73.8951,Private room,79
16273526,Bronx,40.87372,-73.88625,Private room,60
16276294,Bronx,40.88467,-73.90575,Private room,30
16287895,Bronx,40.87583,-73.87737,Private room,125
16333541,Bronx,40.90154,-73.89791,Entire home/apt,125
16336636,Bronx,40.86605,-73.90694,Entire home/apt,47
16337106,Bronx,40.87093,-73.8934,Private room,58
16351193,Bronx,40.86909,-73.89396,Private room,55
16366928,Bronx,40.81841,-73.89067,Private room,45
16381393,Bronx,40.82388,-73.9279,Private room,60
16381905,Bronx,40.82415,-73.92778,Private room,50
16407427,Bronx,40.82441,-73.89454,Private room,50
16425205,Bronx,40.84012,-73.86521,Private room,40
16428383,Bronx,40.89279,-73.89946,Entire home/apt,135
16442834,Bronx,40.86084,-73.90288,Entire home/apt,110
16476956,Bronx,40.80743,-73.92971,Entire home/apt,115
16506121,Bronx,40.8179,-73.91456,Private room,100
16507804,Bronx,40.83248,-73.83203,Private room,46
16511493,Bronx,40.87692,-73.87427,Entire home/apt,130
16555274,Bronx,40.8262,-73.92557,Entire home/apt,150
16591428,Bronx,40.85188,-73.90321,Entire home/apt,60
16739146,Bronx,40.85318,-73.90204,Entire home/apt,71
16764130,Bronx,40.8115,-73.9258,Entire home/apt,80
16771876,Bronx,40.82987,-73.86608,Entire home/apt,60
16777456,Bronx,40.84906,-73.85418,Private room,73
16781601,Bronx,40.8562,-73.90899,Private room,43
16814382,Bronx,40.87035,-73.89335,Private room,79
16814803,Bronx,40.86925,-73.89534,Private room,60
16892955,Bronx,40.87924,-73.89791,Entire home/apt,84
16944820,Bronx,40.82692,-73.92183,Private room,45
17044854,Bronx,40.85615,-73.90077,Private room,34
17045488,Bronx,40.87031,-73.89322,Private room,79
17045788,Bronx,40.86917,-73.89465,Private room,60
17076735,Bronx,40.86673,-73.845,Entire home/apt,119
17095035,Bronx,40.86686,-73.84207,Private room,35
17142987,Bronx,40.84752,-73.82797,Entire home/apt,89
17242854,Bronx,40.83243,-73.92035,Private room,40
17367187,Bronx,40.83173,-73.92824,Private room,75
17475107,Bronx,40.84034,-73.83007,Shared room,20
17529164,Bronx,40.85929,-73.90048,Private room,45
17545123,Bronx,40.81632,-73.90991,Entire home/apt,130
17583983,Bronx,40.87094,-73.89386,Private room,79
17664413,Bronx,40.88438,-73.86397,Private room,125
17730939,Bronx,40.86437,-73.83863,Private room,43
17731370,Bronx,40.84565,-73.91684,Entire home/apt,80
17842111,Bronx,40.8781,-73.89998,Entire home/apt,99
17853353,Bronx,40.86437,-73.8485,Private room,47
17876530,Bronx,40.86868,-73.85483,Entire home/apt,105
17880254,Bronx,40.8709,-73.89946,Shared room,60
17899730,Bronx,40.84546,-73.89013,Entire home/apt,150
17959888,Bronx,40.81034,-73.93166,Shared room,165
17971100,Bronx,40.81234,-73.91688,Private room,42
17972013,Bronx,40.81387,-73.91553,Private room,42
17975664,Bronx,40.88534,-73.83434,Private room,75
17981267,Bronx,40.82097,-73.92739,Entire home/apt,145
18006003,Bronx,40.85311,-73.88763,Private room,29
18048473,Bronx,40.81217,-73.91777,Private room,41
18078720,Bronx,40.88364,-73.83561,Private room,70
18207319,Bronx,40.8134,-73.89893000000001,Private room,75
18229365,Bronx,40.84499,-73.91157,Entire home/apt,60
18240632,Bronx,40.87372,-73.84065,Private room,75
18375815,Bronx,40.84647,-73.89299,Private room,38
18377036,Bronx,40.85487,-73.91391,Private room,53
18402330,Bronx,40.82942,-73.87564,Private room,60
18402568,Bronx,40.83081,-73.87587,Private room,45
18442048,Bronx,40.86718,-73.86235,Private room,33
18448516,Bronx,40.84992,-73.90346,Private room,50
18508209,Bronx,40.83018,-73.83413,Private room,42
18508470,Bronx,40.83117,-73.87566,Private room,43
18540170,Bronx,40.84289,-73.92688,Private room,100
18546787,Bronx,40.81406,-73.88997,Private room,65
18550867,Bronx,40.85878,-73.83402,Entire home/apt,199
18564694,Bronx,40.8298,-73.87715,Private room,40
